RealGM ID,Season,Name,Position 1,Position 2,Play Style,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,Height w/o Shoes,Height w/ Shoes,Wingspan,Standing Reach,Body Fat %,Hand Length,Hand Width,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ATS/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Helio Score
134799,2021-22,Chet Holmgren,PF,,Stretch,Gonzaga,WCC,28.0,4.0,4.5,1.0,"May 1, 2002",20.16,84,195.0,,,,,,,,1.0,32,31,861.0,31.3,0.691,0.68,0.375,0.354,424.0,8.0,28.7,19.6,11.4,1.6,12.6,20.16,15.7,0.128,21.6,29.778,3.3,3.1,6.3,0.294,7.5,7.5,15.0,1.0,127.0,78.7,0.221,-2.19,7.9,13.0,0.607,6.0,8.1,0.737,1.9,4.9,0.39,0.268,3.3,4.6,0.717,14.7,2.8,1.2,5.4,2.8,3.9,21.0,10.7,17.6,8.1,11.0,2.6,6.6,4.5,6.2,19.9,3.8,1.6,7.4,3.8,5.3,28.4,17.6,57.0,42.26,10.082813400000001,48.2,80.7,50.5,14.3,50.0,25.0,37.5,78.0,57.166,2018-19,Grassroots Sizzle,UAA 17U,8.0,8.0,21.6,7.12,3.0,6.12,0.49,0.5,2.12,0.235,0.62,1.38,0.455,1.62,3.88,5.5,0.62,0.38,1.0,0.88,2.0,2021.0,U19 World Cup,7,21:18,11.9,4.4,7.1,.620,1.0,1.9,.538,2.0,3.0,.667,6.1,3.3,0.4,2.7,1.4,2.1,Gold,3.916,3.8530001991616514
7118,2010-11,Kyrie Irving,PG,,Shooter,Duke,ACC,10.0,1.0,8.32,1.0,"Mar 23, 1992",19.27,75,191.0,73.75,75.5,76.0,99.0,10.2,8.25,9.25,2.0,11,8,303.0,32.5,0.697,0.615,0.375,0.683,189.0,2.3,10.6,6.7,29.8,3.0,1.8,5.4,16.4,0.114,26.4,44.621,1.8,0.6,2.4,0.32,9.8,5.0,14.8,1.74,135.1,92.7,0.316,1.3,7.3,13.7,0.529,4.9,8.6,0.569,2.4,5.1,0.462,0.317,8.4,9.4,0.901,4.9,6.2,2.1,0.8,3.6,3.0,25.3,10.3,19.6,7.0,12.2,3.4,7.3,12.0,13.4,7.0,8.8,3.0,1.1,5.1,4.3,36.1,19.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,U18 Americas Championship,5,20:36,13.6,5.2,10.2,.510,1.0,2.6,.385,2.2,2.6,.846,5.0,4.2,1.6,0.6,2.0,2.0,Gold,10.385,4.150108602372324
127888,2021-22,Tari Eason,PF,,Scorer,LSU,SEC,21.0,12.0,8.3,2.0,"May 10, 2001",21.14,80,217.4,78.75,80.0,86.0,107.5,5.9,9.25,11.0,138.0,33,4,806.0,33.4,0.615,0.559,0.214,0.515,506.0,10.5,19.8,15.2,10.1,4.5,6.2,27.900000000000002,13.8,0.123,31.8,41.475,3.4,2.5,5.9,0.294,9.0,5.7,14.7,0.45,119.2,83.2,0.266,-6.19,9.4,18.1,0.521,8.0,14.2,0.564,1.4,3.9,0.359,0.216,7.5,9.3,0.803,10.8,1.6,3.2,1.8,3.6,4.5,27.7,13.4,25.7,11.4,20.2,2.0,5.5,10.6,13.3,15.4,2.3,4.5,2.5,5.1,6.4,39.4,25.7,47.0,21.77,7.19141472,59.2,63.9,44.2,19.5,33.8,45.8,21.4,85.7,53.4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333,3.105796970211705
79987,2017-18,Gary Clark,PF,,Playmaker,Cincinnati,AAC,31.0,5.0,3.53,4.0,"Nov 16, 1994",23.62,79,220.0,,,,,,,,105.0,36,36,1025.0,29.6,0.612,0.571,0.204,0.52,462.0,12.1,22.3,17.3,14.8,3.0,5.0,15.0,8.7,0.069,20.4,30.225,4.3,3.5,7.8,0.303,7.9,6.4,14.4,2.11,135.3,81.6,0.25,1.51,6.2,11.9,0.526,5.2,9.4,0.55,1.1,2.4,0.435,0.251,4.6,6.2,0.741,12.2,3.0,2.0,1.7,1.4,2.9,18.1,9.4,17.9,7.8,14.3,1.6,3.7,6.9,9.3,18.5,4.5,3.0,2.6,2.1,4.4,27.4,17.9,28.0,18.74,4.545387,49.0,62.4,50.5,30.6,43.0,35.0,20.4,100.0,55.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857,1.3215412014604746
39311,2014-15,Karl-Anthony Towns,C,,Post Up,Kentucky,SEC,38.0,1.0,8.67,1.0,"Nov 15, 1995",19.62,84,250.0,,,,,,,,5.0,39,39,822.0,31.4,0.627,0.57,0.031,0.523,391.0,14.2,22.3,18.5,11.6,1.4,11.5,16.099999999999998,14.2,0.122,23.7,32.66,3.5,2.9,6.4,0.311,6.6,7.6,14.3,0.83,126.8,78.1,0.188,-2.95,7.1,12.5,0.566,7.0,12.1,0.577,0.1,0.4,0.25,0.04,5.3,6.5,0.813,12.7,2.1,0.9,4.3,2.6,5.6,19.5,11.1,19.5,10.9,18.9,0.2,0.6,8.3,10.2,19.9,3.4,1.4,6.7,4.0,8.8,30.6,19.5,22.0,19.73,4.5896715200000004,43.4,75.7,46.4,53.5,43.1,37.3,3.1,50.0,41.6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.968,3.5589579902909514
132628,2021-22,Walker Kessler,C,,Play Finisher,Auburn,SEC,28.0,6.0,8.17,2.0,"Jul 26, 2001",20.93,85,256.0,84.25,85.0,88.25,113.0,14.7,8.5,8.5,22.0,34,34,871.0,31.4,0.627,0.627,0.187,0.332,360.0,10.9,22.2,16.6,6.9,2.4,19.1,45.84,10.7,0.096,19.0,24.993,2.8,2.7,5.5,0.254,6.2,8.0,14.1,0.81,126.0,83.0,0.205,-1.88,7.5,12.3,0.608,7.0,10.0,0.702,0.5,2.3,0.2,0.111,2.4,4.1,0.596,12.6,1.4,1.7,7.1,1.7,4.0,17.9,10.5,17.3,9.9,14.0,0.6,3.2,3.4,5.7,17.6,1.9,2.4,10.0,2.4,5.7,25.1,17.3,79.0,42.75,9.8226675,69.0,77.8,66.7,12.3,27.3,77.8,18.7,90.0,72.42240000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.903,1.9873265902974002
8330,2012-13,Kelly Olynyk,PF,C,Scorer,Gonzaga,WCC,29.0,3.0,4.14,3.0,"Apr 19, 1991",22.2,84,234.0,82.75,84.0,81.75,108.0,6.65,8.5,10.0,200.0,32,27,845.0,36.2,0.675,0.642,0.088,0.497,516.0,11.8,22.6,17.4,15.1,1.6,5.1,8.16,15.4,0.132,30.7,42.565,4.7,1.9,6.7,0.315,10.4,3.6,13.9,0.71,127.1,89.9,0.317,-4.93,10.2,16.2,0.629,9.8,14.8,0.66,0.4,1.4,0.3,0.133,6.2,8.0,0.776,11.1,2.6,1.0,1.7,3.6,3.4,27.0,15.6,24.8,14.9,22.6,0.7,2.2,9.6,12.3,17.0,4.0,1.6,2.6,5.6,5.2,41.4,24.8,25.0,11.31,3.1636105799999994,64.6,71.0,56.7,26.6,53.8,42.9,8.8,88.9,55.8628,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,U19 World Cup,13,21:18,8.2,3.0,7.8,.386,0.5,2.6,.206,1.6,2.0,.808,6.5,1.2,0.8,0.9,2.4,2.4,7th,5.249,3.6663974041334377
22407,2011-12,Jae Crowder,SF,,Slasher,Marquette,Big East,27.0,8.0,7.5,4.0,"Jul 6, 1990",21.99,78,241.2,76.75,78.5,81.25,99.5,9.0,9.5,10.5,400.0,35,35,1153.0,28.8,0.598,0.568,0.406,0.372,551.0,7.0,22.6,14.7,13.5,4.3,3.1,13.33,7.9,0.068,23.4,32.409,4.5,3.1,7.6,0.263,8.4,5.4,13.8,1.66,125.7,85.9,0.317,0.44,7.5,15.1,0.498,5.4,9.0,0.602,2.1,6.1,0.345,0.242,4.1,5.6,0.735,10.2,2.5,3.1,1.2,1.5,3.2,21.3,10.6,21.4,7.7,12.7,3.0,8.7,5.8,7.9,14.4,3.6,4.3,1.7,2.2,4.6,30.1,21.4,8.0,4.69,0.40262712000000017,39.2,74.9,78.1,20.2,31.8,46.4,40.6,93.4,77.9084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.682,1.8586436642394046
117327,2020-21,Evan Mobley,PF,C,Playmaker,USC,Pac-12,25.0,8.0,10.65,1.0,"Jun 18, 2001",20.03,84,215.0,,,,,,,,3.0,33,33,1120.0,29.1,0.624,0.595,0.117,0.566,532.0,9.6,18.9,14.5,14.1,1.4,8.8,12.32,14.6,0.122,22.8,32.024,4.3,2.6,6.9,0.248,7.9,5.8,13.7,1.07,123.2,90.9,0.305,-1.97,7.0,12.2,0.578,6.6,10.8,0.615,0.4,1.4,0.3,0.135,4.8,6.9,0.694,10.2,2.8,0.9,3.4,2.6,2.1,19.3,10.4,18.0,9.8,15.9,0.6,2.1,7.1,10.2,15.1,4.2,1.4,5.0,3.9,3.1,28.5,18.0,63.0,43.29,9.4973931,42.6,76.3,48.5,46.4,46.3,44.1,11.0,100.0,52.123400000000004,2018-19,Compton Magic,Gold Gauntlet 17U,4.0,4.0,27.3,15.75,7.0,9.25,0.757,0.5,1.0,0.5,1.25,2.25,0.556,3.75,4.5,8.25,2.5,0.0,2.0,0.75,1.25,2019.0,U19 World Cup,9,14:59,7.4,3.0,4.7,.643,0.0,0.0,.000,1.4,1.7,.867,4.6,1.1,1.0,2.1,1.0,0.7,Gold,3.477,4.171371897176505
105352,2020-21,Luka Garza,C,PF,Stretch,Iowa,Big Ten,22.0,9.0,10.43,4.0,"Dec 27, 1998",22.51,83,242.8,82.0,83.25,85.5,107.5,11.7,9.0,9.25,118.0,31,31,975.0,35.6,0.62,0.596,0.197,0.392,655.0,10.5,18.3,14.6,12.2,1.2,5.3,6.359999999999999,7.2,0.062,32.5,43.34,5.5,1.4,6.9,0.282,11.9,1.8,13.7,1.15,127.3,100.5,0.363,-1.1,11.5,20.8,0.553,9.7,16.7,0.581,1.8,4.1,0.44,0.262,5.8,8.2,0.709,11.1,2.2,0.9,2.1,1.9,2.9,30.6,16.2,29.4,13.7,23.6,2.5,5.8,8.2,11.5,15.7,3.1,1.2,2.9,2.7,4.0,43.2,29.4,12.0,4.7,0.9190943999999999,50.4,69.5,61.2,29.9,38.8,50.8,19.7,95.5,64.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.391,4.000121001022606
24181,2012-13,Otto Porter,SF,,Connector,Georgetown,Big East,24.0,7.0,7.61,2.0,"Jun 3, 1993",20.07,81,197.6,79.5,80.5,85.5,105.5,6.65,8.75,9.25,31.0,31,30,1097.0,27.3,0.59,0.541,0.291,0.449,477.0,6.7,20.9,13.9,18.5,3.3,3.0,9.899999999999999,10.0,0.079,24.1,34.156,4.2,3.0,7.1,0.26,8.2,5.4,13.7,1.79,122.3,85.3,0.353,0.87,6.1,12.8,0.48,4.6,9.0,0.504,1.6,3.7,0.422,0.271,4.4,5.7,0.777,8.5,3.1,2.1,1.0,1.7,2.2,18.3,9.8,20.4,7.3,14.5,2.5,6.0,7.1,9.2,13.5,4.9,3.3,1.6,2.7,3.6,29.3,20.4,8.0,8.97,1.1004575399999998,25.4,67.4,51.7,45.4,40.9,67.7,29.1,86.0,68.89359999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.661,4.152806720137027
24223,2012-13,Trey Burke,PG,,Floor General,Michigan,Big Ten,31.0,8.0,10.05,2.0,"Nov 12, 1992",20.63,73,187.0,71.75,73.25,77.5,97.5,6.9,8.25,8.75,93.0,39,39,1378.0,28.7,0.569,0.53,0.354,0.296,776.0,1.9,9.6,5.7,37.3,2.8,1.5,4.199999999999999,11.9,0.08,28.3,48.87,6.7,1.8,8.6,0.249,9.4,3.7,13.1,3.02,123.4,100.0,0.475,6.58,7.5,16.3,0.463,5.3,10.5,0.506,2.2,5.7,0.384,0.26,3.9,4.8,0.801,3.6,7.5,1.8,0.6,2.5,2.1,21.1,11.7,25.3,8.3,16.4,3.4,9.0,6.0,7.5,5.6,11.8,2.8,0.9,3.9,3.3,32.9,25.3,9.0,8.39,1.3012218800000002,19.1,64.5,18.8,45.5,44.7,7.9,35.4,48.7,24.425100000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.517,3.5879750060079667
2181,2010-11,Kemba Walker,PG,,Scorer,UConn,Big East,32.0,9.0,10.44,3.0,"May 8, 1990",21.15,73,184.0,71.5,73.0,75.5,91.5,5.9,8.0,9.0,12.0,41,41,1543.0,29.9,0.543,0.478,0.307,0.426,930.0,3.9,11.5,7.9,28.0,3.1,0.5,1.55,9.5,0.075,32.4,49.503,7.3,2.4,9.7,0.251,9.2,3.9,13.1,1.98,121.2,98.9,0.475,1.97,8.2,19.2,0.428,6.2,13.3,0.471,1.9,5.9,0.33,0.216,6.7,8.2,0.819,5.8,4.8,2.0,0.2,2.4,1.5,25.0,12.6,29.4,9.6,20.4,3.0,9.0,10.3,12.5,8.9,7.3,3.1,0.3,3.7,2.2,38.4,29.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,U18 Americas Championship,5,28:00,13.4,5.2,10.8,.481,1.0,3.2,.312,2.0,3.0,.667,4.6,5.0,1.2,0.6,3.2,1.4,Silver,7.591,2.416273674719031
