RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,Harmonic STK%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,Adj OFF +/-,Adj DEF +/-,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
148740,2021-22,Jaden Ivey,SG,PG,Scorer,76.0,195.0,Purdue,Big Ten,28.0,8.0,8.23,2.0,"Feb 13, 2002",20.38,89.0,36.0,34.0,1132.0,22.5,0.579,0.533,40.6,0.469,586.0,2.7,15.0,9.3,19.2,1.7,2.0,1.8378378378378373,1.8378378378378373,14.8,0.119,28.7,42.04,3.7,1.4,5.1,0.181,5.7,1.6,7.2,1.17,114.7,102.5,0.314,-1.87,7.2,15.6,0.46,4.9,9.3,0.531,2.3,6.3,35.8,0.252,0.3804921465968587,5.4,7.3,0.744,6.2,3.9,1.2,0.7,3.3,2.2,22.0,10.8,23.4,7.4,13.9,3.4,9.5,8.2,11.0,9.3,5.8,1.7,1.1,5.0,3.3,33.1,28.0,16.96,4.81436736,0.0247349823321554,6.6424644,37.4,65.5,24.1,22.0,32.0,3.2,40.6,56.2,32.534600000000005,7.1293,0.0487,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,U19 World Cup,7,16:29,12.3,4.4,9.1,.484,1.1,4.0,.286,2.3,3.3,.696,3.0,2.1,1.6,0.7,1.7,2.0,Gold,0.8279352226720648,0.2327935222672064,0.1133603238866396,0.135048231511254,0.6000000000000001,0.9473684210526316,0.3777777777777777,0.8555555555555555,51.1,6.224,64.53,3.432812815020754,0.6579739536484699,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ivey_Jaden_det22.jpg
139852,2020-21,Jason Preston,PG,,Floor General,76.0,180.6,Ohio,MAC,14.0,6.0,-0.57,3.0,"Aug 10, 1999",21.89,400.0,20.0,20.0,691.0,24.1,0.583,0.579,33.2,0.19,352.0,3.6,20.6,12.2,38.6,2.3,0.8,1.1870967741935483,1.1870967741935483,18.2,0.118,23.4,41.531,2.2,1.0,3.2,0.186,5.4,1.8,7.2,2.42,115.1,100.0,0.465,5.15,7.4,14.3,0.514,5.5,9.6,0.576,1.9,4.7,39.0,0.259,0.3586703601108033,1.6,2.7,0.596,8.4,8.4,1.7,0.3,3.5,1.6,18.2,10.3,20.0,7.7,13.3,2.6,6.6,2.3,3.8,11.7,11.7,2.3,0.4,4.9,2.2,25.4,2.0,2.2,0.4752352,0.0028943560057887,4.320320000000001,36.8,69.2,41.3,30.0,43.2,25.0,33.2,75.0,47.5984,3.1151,1.9421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888663967611336,0.5020242914979757,0.9757085020242916,0.9389067524115756,0.8636363636363636,0.5040485829959515,0.4888888888888889,0.0888888888888888,65.60000000000001,8.65,59.905,2.864966370218474,0.1666172911734195,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Preston_Jason_lac22.jpg
2323,2011-12,Tyshawn Taylor,PG,,Shooter,75.0,177.0,Kansas,Big 12,32.0,7.0,9.93,4.0,"Apr 12, 1990",22.22,65.0,39.0,38.0,1303.0,19.8,0.569,0.538,32.1,0.42,635.0,0.7,7.5,4.2,29.7,2.4,0.5,0.8275862068965518,0.8275862068965517,19.5,0.144,27.5,43.801,3.1,2.1,5.2,0.159,5.0,2.2,7.2,1.35,106.9,97.7,0.403,-1.09,6.9,14.6,0.477,5.2,9.9,0.522,1.8,4.7,38.2,0.252,0.3488534850640113,4.2,6.1,0.688,2.8,5.7,1.6,0.2,4.2,2.4,19.9,10.3,21.6,7.7,14.7,2.6,6.9,6.2,9.1,4.1,8.5,2.4,0.3,6.3,3.5,29.5,15.0,10.04,2.1248254400000004,0.0115118956254796,4.571337600000001,31.4,60.6,32.6,36.5,45.5,6.7,32.1,66.7,34.092600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,U19 World Cup,8,21:30,10.8,4.0,8.8,.457,0.6,1.6,.385,2.1,3.4,.630,1.9,4.4,1.8,0.0,2.2,2.2,Gold,0.5303643724696356,0.7004048582995951,0.6558704453441295,0.3215434083601286,0.1363636363636363,0.8016194331983806,,,,7.723,55.545,2.920664105558985,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Taylor_Tyshawn_bkn_1314.jpg
56862,2015-16,Isaiah Taylor,PG,,Athletic,74.0,180.0,Texas,Big 12,20.0,13.0,11.71,3.0,"Jul 11, 1994",21.97,323.0,33.0,33.0,1019.0,21.4,0.525,0.445,16.1,0.517,527.0,1.5,8.9,5.2,35.3,1.7,0.7,0.9916666666666668,0.9916666666666668,11.4,0.084,27.0,42.817,3.1,1.1,4.3,0.167,4.8,2.4,7.2,2.69,115.3,105.8,0.397,4.94,6.2,14.9,0.42,5.5,12.5,0.44,0.7,2.4,31.1,0.172,0.2121652542372881,6.2,7.7,0.811,3.6,6.4,1.1,0.3,2.4,3.5,19.5,9.3,22.3,8.2,18.7,1.1,3.6,9.3,11.5,5.4,9.6,1.7,0.4,3.6,5.2,29.2,2.0,1.11,0.4402537499999999,0.0019627085377821,8.8447375,47.5,53.9,16.5,36.1,31.4,7.0,16.4,42.1,17.2689,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,adidas Nations Counselors,4,15:30,6.5,2.5,5.5,.455,0.0,1.0,.000,1.5,1.8,.857,1.2,1.8,0.8,0.3,1.8,0.8,-,0.6821862348178138,0.0850202429149797,0.1862348178137652,0.9019292604501608,0.2272727272727272,0.4898785425101215,,,,6.514,58.878,2.362254058934268,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Taylor_Isaiah_tor19.jpg
9412,2013-14,Aaron Craft,PG,,Athletic,74.0,191.6,Ohio State,Big Ten,25.0,10.0,8.12,4.0,"Feb 12, 1991",23.38,91.0,35.0,35.0,1204.0,16.7,0.564,0.506,22.2,0.565,385.0,1.1,11.4,6.3,27.0,4.5,0.3,0.5625,0.5625,22.9,0.159,17.4,28.926,1.5,3.2,4.7,0.157,0.8,6.3,7.1,1.82,106.6,89.9,0.329,1.65,3.8,7.9,0.473,3.2,6.2,0.522,0.5,1.8,30.2,0.166,0.2558931297709924,3.3,4.5,0.741,4.2,5.4,3.0,0.1,3.0,2.8,11.4,5.8,12.2,5.0,9.5,0.8,2.7,5.1,6.9,6.5,8.4,4.5,0.2,4.6,4.3,17.5,0.0,0.0,0.0,0.0,6.319209599999999,59.4,60.6,12.8,18.4,25.0,27.3,22.2,68.8,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9757085020242916,0.0283400809716599,0.3906882591093117,0.5466237942122186,0.3272727272727272,0.3016194331983806,,,,3.903,62.89,0.955974723134052,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Craft_Aaron_gsw14.jpg
85385,2019-20,Grant Riller,PG,SG,Scorer,73.0,178.4,Charleston,CAA,17.0,14.0,-0.84,4.0,"Feb 8, 1997",23.39,400.0,31.0,31.0,1039.0,30.6,0.609,0.551,28.6,0.47,661.0,1.8,15.7,8.9,30.1,2.8,1.1,1.5794871794871796,1.5794871794871796,14.8,0.116,33.6,48.259,4.5,1.4,5.8,0.225,6.0,1.1,7.1,1.26,115.6,100.9,0.462,-1.57,8.7,17.5,0.499,6.9,12.5,0.554,1.8,5.0,36.2,0.233,0.3195432098765432,6.8,8.2,0.827,6.1,4.7,1.9,0.4,3.7,2.7,26.1,13.1,26.2,10.4,18.7,2.7,7.5,10.2,12.3,9.2,7.0,2.8,0.6,5.6,4.0,39.0,10.0,6.3,1.9040741999999995,0.0096246390760346,7.918530799999998,34.9,70.4,13.4,36.5,41.0,1.5,28.6,48.9,19.2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888663967611336,0.611336032388664,0.5526315789473685,0.2057877813504823,0.5636363636363636,0.7024291497975709,,,,8.108,73.527,1.2906482317152972,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Riller_Grant_phi21.jpg
81056,2015-16,Wade Baldwin,PG,,Primary,76.0,201.8,Vanderbilt,SEC,19.0,14.0,8.68,2.0,"Mar 29, 1996",20.25,131.0,33.0,30.0,1002.0,20.7,0.571,0.492,32.0,0.614,505.0,1.5,11.6,7.0,33.7,2.3,1.0,1.3939393939393938,1.3939393939393938,18.2,0.127,25.3,41.634,2.7,1.8,4.5,0.179,4.1,3.0,7.1,1.89,112.7,97.7,0.358,2.37,5.4,12.6,0.427,3.8,8.6,0.437,1.6,4.0,40.6,0.267,0.3579063360881543,6.2,7.7,0.799,5.3,6.9,1.6,0.4,3.6,3.4,18.6,7.8,18.2,5.4,12.4,2.4,5.8,8.9,11.2,7.6,9.9,2.3,0.6,5.3,4.9,26.9,13.0,10.7,3.4315435,0.0129740518962075,5.836831,38.5,50.4,16.7,29.8,35.9,3.0,31.7,72.5,30.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3076923076923077,0.48582995951417,0.4574898785425101,0.7379421221864951,0.3909090909090909,0.8461538461538461,,,,8.085,52.097,4.596375570779032,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Baldwin_Wade_por_18.jpg
80112,2018-19,Cody Martin,PG,SG,Floor General,78.0,192.2,Nevada,MWC,29.0,5.0,2.68,4.0,"Sep 28, 1995",23.76,73.0,34.0,34.0,1171.0,19.1,0.594,0.562,31.8,0.324,458.0,3.1,11.1,7.2,25.9,2.2,2.2,2.2,2.2,15.6,0.107,17.3,28.854,3.1,2.3,5.4,0.185,3.5,3.5,7.0,2.61,121.1,96.1,0.344,3.98,5.2,10.2,0.505,4.0,7.0,0.574,1.2,3.2,35.8,0.232,0.3368165680473373,2.5,3.3,0.763,5.2,5.7,1.6,0.8,2.2,2.9,14.0,7.3,14.4,5.6,9.9,1.6,4.6,3.6,4.7,7.3,8.1,2.2,1.1,3.1,4.2,19.8,14.0,13.87,3.25351364,0.0119555935098206,3.3778368,33.8,71.3,30.6,34.4,43.7,33.3,31.8,67.6,43.2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8947368421052632,0.6356275303643725,0.5587044534412956,0.815112540192926,0.4090909090909091,0.8825910931174089,,,,4.491,63.01,1.3372022258536995,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Martin_Cody_cha22.jpg
117467,2020-21,Tre Mann,PG,SG,Shooter,76.0,177.6,Florida,SEC,15.0,9.0,9.82,2.0,"Feb 3, 2001",20.4,21.0,24.0,24.0,777.0,21.1,0.579,0.536,38.6,0.307,382.0,2.6,16.9,10.2,21.9,2.4,0.4,0.6857142857142857,0.6857142857142857,17.0,0.132,25.8,37.76,2.2,1.2,3.3,0.172,5.0,2.0,7.0,1.22,111.7,99.6,0.336,-1.61,6.8,14.9,0.459,4.5,9.2,0.494,2.3,5.8,40.2,0.278,0.3938375634517766,3.8,4.6,0.831,6.9,4.3,1.7,0.2,3.5,2.9,19.8,9.7,21.2,6.4,13.0,3.3,8.2,5.4,6.5,9.8,6.1,2.4,0.2,5.0,4.2,28.1,0.0,0.0,0.0,0.0,4.3937,25.0,61.2,17.1,34.7,40.9,2.6,40.3,31.0,17.6702,5.4305,3.2998,2018-19,E1T1,Nike 17U,10.0,9.0,12.5,16.2,5.8,14.0,0.414,2.9,8.1,0.358,1.7,2.3,0.739,0.0,3.9,3.9,2.7,1.9,0.6,1.9,2.0,,,,,,,,,,,,,,,,,,,,,,0.3765182186234818,0.7854251012145749,0.0080971659919028,0.1768488745980707,0.6818181818181818,0.1255060728744939,0.6555555555555556,0.7555555555555555,44.6,5.769,59.906,3.3074651471121097,0.6066128904533612,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Mann_Tre_okc22.jpg
44580,2015-16,AJ English,PG,SG,Scorer,75.0,180.0,Iona,MAAC,20.0,8.0,-1.78,4.0,"Jul 10, 1992",23.98,400.0,28.0,28.0,1005.0,25.6,0.598,0.54,57.9,0.431,633.0,1.7,13.2,7.6,34.3,2.4,1.4,1.768421052631579,1.768421052631579,16.0,0.113,30.3,48.783,3.7,1.3,5.0,0.199,6.5,0.5,7.0,1.72,117.1,103.2,0.463,1.42,7.6,17.5,0.433,3.8,7.4,0.519,3.7,10.1,37.0,0.292,0.4514857744994731,6.3,7.5,0.836,5.6,6.9,1.8,0.6,4.0,2.4,25.2,10.4,24.1,5.3,10.2,5.2,13.9,8.7,10.4,7.7,9.6,2.4,0.8,5.5,3.3,34.7,2.0,1.58,0.3922429,0.0019900497512437,5.9829455000000005,28.7,58.7,13.5,13.4,37.3,9.1,57.9,75.5,48.8084,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,adidas Nations Counselors,5,07:12,5.8,2.2,5.0,.440,1.2,3.4,.353,0.2,0.6,.333,1.4,1.6,0.2,0.2,0.8,1.2,-,0.3684210526315789,0.708502024291498,0.9595141700404858,0.6430868167202572,0.4454545454545454,0.5364372469635628,,,,10.359,60.564,1.8130485312302145,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/English_AJ_ncaa.jpg
84242,2018-19,Barry Brown,PG,SG,Athletic,75.0,195.0,Kansas State,Big 12,25.0,9.0,9.18,4.0,"Dec 21, 1996",22.52,250.0,34.0,34.0,1189.0,17.5,0.515,0.482,33.2,0.292,468.0,1.4,13.0,7.1,18.4,3.4,0.6,1.02,1.02,11.8,0.098,24.8,34.672,1.7,2.8,4.5,0.152,2.2,4.7,6.9,1.48,103.5,91.7,0.347,-0.09,6.2,14.3,0.433,4.8,9.6,0.5,1.4,4.7,29.8,0.198,0.3140825396825397,3.0,4.2,0.71,4.7,3.2,2.2,0.2,2.2,2.5,16.8,9.5,22.0,7.3,14.7,2.2,7.3,4.6,6.4,7.2,5.0,3.4,0.3,3.4,3.8,25.8,11.0,8.74,1.65053152,0.009251471825063,4.154656,29.6,63.5,36.2,37.2,39.2,21.0,33.2,71.4,42.232000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6072874493927125,0.2631578947368421,0.5708502024291497,0.2090032154340836,0.3999999999999999,0.6963562753036437,,,,3.785,56.396,1.322675032459265,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Brown_Barry_kst.jpg
104930,2017-18,Collin Sexton,PG,,Scorer,74.0,183.0,Alabama,SEC,17.0,16.0,10.64,1.0,"Jan 4, 1999",19.48,5.0,33.0,32.0,987.0,23.5,0.567,0.498,29.9,0.575,622.0,4.1,9.8,7.0,27.8,1.6,0.3,0.5052631578947369,0.5052631578947367,14.2,0.112,32.9,47.365,3.2,1.2,4.4,0.177,5.8,1.1,6.9,1.29,113.2,105.2,0.378,-1.28,7.9,17.8,0.447,6.2,12.4,0.495,1.8,5.3,33.6,0.218,0.3164220472440945,7.9,10.2,0.778,5.0,4.8,1.1,0.1,3.7,3.3,25.6,11.3,25.3,8.8,17.7,2.5,7.6,11.3,14.5,7.2,6.9,1.6,0.2,5.3,4.7,36.5,5.0,3.2,0.8578176000000002,0.0050658561296859,6.7821204,35.6,62.2,24.7,34.5,36.4,5.5,29.9,31.8,20.1989,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,U17 World Cup,6,18:51,17.0,5.7,9.8,.576,0.8,1.8,.455,4.8,6.3,.763,4.0,4.2,1.7,0.0,3.2,1.5,Gold,0.7226720647773279,0.3117408906882591,0.1093117408906882,0.2395498392282958,0.3909090909090909,0.6153846153846154,,,,7.286,61.763,3.753114002964197,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Sexton_Collin_uta22.jpg
24703,2016-17,Bronson Koenig,PG,,Shooter,75.0,190.0,Wisconsin,Big Ten,27.0,9.0,9.4,4.0,"Nov 13, 1994",22.63,110.0,36.0,35.0,1129.0,17.6,0.565,0.538,60.6,0.146,456.0,0.6,7.6,4.1,13.3,1.3,1.2,1.248,1.248,9.9,0.082,23.7,34.031,3.0,1.6,4.6,0.164,5.0,1.8,6.8,1.43,117.2,102.0,0.268,-0.22,6.4,15.3,0.419,2.8,6.0,0.459,3.6,9.3,39.3,0.316,0.4767927927927928,2.0,2.2,0.905,2.7,2.6,0.8,0.4,1.8,2.2,18.5,9.9,23.7,4.3,9.3,5.7,14.4,3.1,3.5,4.2,4.0,1.3,0.7,2.8,3.4,28.7,0.0,0.0,0.0,0.0,2.7936612,13.2,49.1,10.7,26.2,44.2,4.0,60.6,71.8,45.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161943319838056,0.9635627530364372,0.0850202429149797,0.1607717041800643,0.1272727272727272,0.0445344129554655,,,,4.183,48.848,1.4369911507027846,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Koenig_Bronson_ncaawisc.jpg
23388,2013-14,Deonte Burton,PG,,Floor General,73.0,192.8,Nevada,MWC,15.0,17.0,3.48,4.0,"Jul 26, 1991",22.93,229.0,32.0,31.0,1236.0,24.7,0.573,0.525,34.2,0.485,629.0,1.1,12.0,6.5,26.8,2.4,1.6,1.92,1.92,10.4,0.079,26.7,40.416,4.3,0.9,5.2,0.168,5.5,1.3,6.8,2.18,120.7,111.1,0.45,2.55,7.0,14.8,0.471,5.4,9.7,0.553,1.6,5.0,31.4,0.211,0.3274024390243902,5.3,7.2,0.742,4.4,4.6,1.6,0.6,2.1,2.3,20.8,10.7,22.7,8.2,14.9,2.4,7.8,8.1,11.0,6.8,7.1,2.4,0.8,3.2,3.5,31.9,5.0,3.4,0.9864148,0.0040453074433656,6.585769399999999,32.2,68.7,9.9,33.6,42.5,4.6,34.2,46.9,20.7732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8218623481781376,0.4493927125506073,0.2489878542510121,0.617363344051447,0.3454545454545454,0.659919028340081,,,,6.085,71.622,1.244036288015737,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Deonte_sac14.jpg
80385,2017-18,Jaylen Adams,PG,SG,Shooter,74.0,190.0,St. Bonaventure,AAC,22.0,6.0,2.61,4.0,"May 4, 1996",22.16,400.0,28.0,27.0,1036.0,21.9,0.614,0.544,49.1,0.517,534.0,1.4,9.1,5.3,28.6,2.4,0.9,1.309090909090909,1.3090909090909093,16.5,0.118,25.5,40.685,3.3,1.4,4.7,0.182,5.1,1.6,6.8,1.7,118.9,103.9,0.405,1.1,5.9,13.5,0.437,3.0,6.9,0.438,2.9,6.6,43.6,0.325,0.4618683926645092,5.9,7.0,0.851,3.7,5.6,1.7,0.3,3.3,3.1,20.7,8.5,19.5,4.3,9.9,4.2,9.6,8.6,10.1,5.3,8.1,2.4,0.4,4.8,4.5,29.8,1.0,0.94,0.25690764,0.0009652509652509,5.329467000000001,30.3,48.1,9.8,20.6,37.5,14.8,49.1,53.3,32.1885,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,9,18:46,10.8,3.2,7.6,.426,1.1,3.4,.323,3.2,4.2,.763,2.8,3.6,1.1,0.0,0.8,1.2,-,0.1214574898785425,0.8441295546558705,0.4878542510121457,0.5032154340836013,0.2363636363636363,0.4433198380566802,,,,8.204,50.966,2.2328585340702776,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Adams_Jaylen_mil20.jpg
31736,2013-14,Elfrid Payton,PG,,Scorer,76.0,185.4,Louisiana Lafayette,Sun Belt,23.0,12.0,-0.28,3.0,"Feb 22, 1994",20.35,400.0,35.0,34.0,1258.0,25.2,0.551,0.524,11.6,0.648,732.0,7.1,11.7,9.4,32.9,3.6,1.7,2.309433962264151,2.309433962264151,17.2,0.13,27.6,43.768,3.7,1.9,5.6,0.177,5.1,1.7,6.8,1.64,113.7,102.5,0.45,0.87,7.5,14.8,0.509,7.1,13.1,0.541,0.4,1.7,25.9,0.123,0.1602346666666667,5.9,9.6,0.609,6.7,6.6,2.5,0.7,4.0,2.6,21.4,10.6,20.8,10.0,18.4,0.6,2.4,8.2,13.5,9.4,9.3,3.6,0.9,5.7,3.7,30.1,21.0,,,0.0166931637519872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,U19 World Cup,9,18:53,6.1,2.6,4.4,.575,0.0,0.4,.000,1.0,1.1,.900,3.3,2.1,2.3,0.2,1.7,2.0,Gold,,,,0.5643086816720257,0.6090909090909091,,,,,6.089,,2.6065096095383207,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Payton_Elfrid_phx21.jpg
18146,2011-12,Scott Machado,PG,,Floor General,74.0,205.8,Iona,MAAC,25.0,8.0,-1.82,4.0,"Jun 8, 1990",22.06,400.0,33.0,33.0,1171.0,23.5,0.605,0.559,31.6,0.39,590.0,3.1,14.2,8.6,44.2,2.5,0.6,0.9677419354838708,0.9677419354838708,22.5,0.125,19.9,41.617,4.5,1.4,5.9,0.203,5.5,1.3,6.8,3.03,123.3,101.7,0.471,8.89,5.3,10.7,0.495,3.9,7.3,0.537,1.4,3.4,40.400000000000006,0.262,0.3546222222222222,3.4,4.2,0.811,5.6,11.2,1.8,0.2,3.7,2.9,15.3,7.4,15.0,5.5,10.2,1.9,4.7,4.7,5.8,7.8,15.6,2.5,0.3,5.2,4.1,21.5,0.0,0.0,0.0,0.0,6.401999999999999,55.0,57.0,22.4,13.4,40.5,11.8,31.6,80.0,39.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Universiade,8,29:51,17.3,5.8,13.5,.426,0.5,3.1,.160,5.2,6.4,.824,3.1,4.1,1.4,0.0,3.4,2.6,13th,0.8744939271255061,0.6842105263157895,0.931174089068826,0.9935691318327974,0.5363636363636363,0.354251012145749,,,,10.02,57.343,2.39248497885246,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Machado_Scott_uta_1314.jpg
151485,2022-23,Kobe Bufkin,SG,PG,Slasher,77.0,186.8,Michigan,Big Ten,18.0,15.0,8.69,2.0,"Sep 21, 2003",19.77,45.0,33.0,33.0,1121.0,19.2,0.578,0.542,33.7,0.24,454.0,2.6,12.0,7.5,17.4,2.3,2.1,2.1954545454545453,2.1954545454545453,13.8,0.11,21.8,31.0,2.5,1.7,4.1,0.148,3.5,3.3,6.7,1.5,112.8,101.6,0.307,0.0,6.2,12.8,0.482,4.6,8.5,0.546,1.5,4.3,35.5,0.237,0.3457658959537572,2.6,3.1,0.849,5.3,3.4,1.5,0.8,2.3,2.9,16.5,9.2,19.0,6.9,12.6,2.3,6.4,3.9,4.6,7.9,5.1,2.3,1.2,3.4,4.2,24.4,12.0,9.42,2.5783011,0.0107047279214986,5.200394999999999,35.5,68.0,22.9,30.5,39.0,24.4,34.0,67.5,38.5215,3.8176,3.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8522267206477733,0.562753036437247,0.291497975708502,0.2347266881028939,0.4363636363636363,0.7510121457489879,0.9111111111111112,0.3833333333333333,55.3,3.848,65.117,2.594544246337854,0.5608047330009848,
41333,2017-18,Joel Berry,PG,,Scorer,72.0,195.0,UNC,ACC,25.0,11.0,11.78,4.0,"Apr 1, 1995",23.25,30.0,36.0,36.0,1193.0,18.0,0.53,0.485,51.4,0.23,568.0,1.8,9.4,5.7,17.1,2.0,1.1,1.4193548387096773,1.4193548387096775,10.5,0.085,25.4,37.789,3.0,1.4,4.4,0.146,4.6,2.1,6.7,1.71,114.3,105.6,0.302,0.76,7.0,17.6,0.396,3.9,8.5,0.451,3.1,9.1,34.4,0.26,0.4121585081585081,3.6,4.1,0.893,4.3,3.9,1.4,0.4,2.3,1.9,20.7,9.7,24.5,5.4,11.9,4.3,12.6,5.0,5.7,5.9,5.4,2.0,0.6,3.2,2.7,28.9,0.0,0.0,0.0,0.0,5.491136,27.2,51.7,17.6,21.3,36.6,4.9,51.4,79.6,46.74529999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,U17 World Cup,8,19:15,7.9,3.2,7.6,.426,0.2,0.8,.333,1.1,2.0,.562,3.2,2.9,1.9,0.3,1.5,1.9,Gold,0.1639676113360323,0.6214574898785425,0.3198380566801619,0.3440514469453376,0.2727272727272727,0.2105263157894736,,,,4.939,52.64,0.9794450003730848,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Berry_Joel_lal_18.jpg
10919,2011-12,Tu Holloway,PG,,Scorer,72.0,186.8,Xavier,A-10,22.0,12.0,6.22,4.0,"Aug 21, 1989",22.86,181.0,34.0,34.0,1247.0,22.2,0.587,0.487,33.6,0.654,601.0,1.3,10.8,6.0,27.5,2.5,0.3,0.5357142857142857,0.5357142857142857,16.7,0.125,25.1,39.128,4.1,1.4,5.5,0.176,4.6,2.0,6.7,1.63,115.9,102.4,0.39,0.76,5.3,12.4,0.429,3.9,8.2,0.471,1.4,4.2,34.599999999999994,0.23,0.3409266862170088,7.0,8.1,0.862,4.0,5.3,1.7,0.1,3.3,2.3,19.1,7.9,18.4,5.8,12.2,2.1,6.2,10.4,12.0,5.9,7.9,2.5,0.1,4.9,3.5,28.3,1.0,0.9,0.2010572999999999,0.0008019246190858,4.110504799999998,28.9,67.0,22.7,37.5,31.7,2.2,33.6,31.1,17.834899999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7449392712550608,0.2874493927125506,0.0323886639676113,0.4405144694533762,0.3,0.6032388663967612,,,,6.466,62.908,1.2125815282560473,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Holloway_Tu_ncaa_xav.jpg
