RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,Harmonic STK%,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
54843,2017-18,Aaron Holiday,PG,,Shooter,73,187.0,UCLA,Pac-12,21.0,12.0,6.86,3.0,"Sep 30, 1996",21.75,54.0,33,33,1244.0,21.1,60.9,55.7,0.446,0.417,686.0,1.6,8.7,5.3,29.9,1.9,0.7,1.0,18.5,1.5,26.7,3.85572,3.7,1.2,4.9,0.157,5.3,0.6,5.9,1.54,115.4,108.1,0.436,0.24,1.023076923076923,6.8,14.8,46.1,4.0,8.2,48.6,2.8,6.6,42.9,0.31012,0.8828219443547272,5.1,6.2,82.8,3.9,6.2,1.4,0.3,4.0,2.8,21.6,9.5,20.7,5.6,11.5,4.0,9.2,7.2,8.6,5.4,8.6,1.9,0.4,5.6,3.9,30.2,4.0,3.03,0.7791705599999998,0.0,5.32,28.7,58.3,10.4,26.7,38.2,6.4,44.6,53.4,28.5,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,NIKE Global Challenge,9,15:20,5.3,2.0,6.1,.327,0.1,0.9,.125,1.2,2.4,.500,2.3,1.2,0.9,0.6,2.6,2.0,Gold,35.433,81.89,91.339,36.97,21.25,78.968,26.761,19.014,49.0,0.48816502,60.336,0.10162572701166395,57.482,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Holiday_Aaron_atl22.jpg
12049,2012-13,Isaiah Canaan,PG,,Scorer,72,188.4,Murray State,OVC,21.0,10.0,-2.86,4.0,"May 21, 1991",22.11,400.0,31,30,1131.0,25.2,57.6,52.5,0.509,0.371,650.0,2.0,10.0,5.9,27.6,2.5,0.4,0.7,14.3,1.6,30.9,3.3060500000000004,4.5,1.3,5.9,0.207,5.8,0.0,5.8,1.36,116.1,101.6,0.448,-0.82,0.6896551724137931,7.6,17.6,43.1,4.3,8.7,49.4,3.3,9.0,37.0,0.27916,1.004185662107761,5.4,6.5,82.19999999999999,3.9,4.7,1.7,0.1,3.5,2.1,23.9,11.3,26.3,6.4,12.9,5.0,13.4,8.0,9.8,5.8,7.0,2.5,0.2,5.2,3.1,35.7,3.0,2.98,0.5267149999999999,0.0,4.65,20.2,55.4,12.5,28.9,45.1,10.8,50.9,42.6,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.173,88.976,88.189,19.697,35.938,57.143,36.62,25.352,45.800000000000004,0.404955,56.283,0.04325491957742625,14.831,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Canaan_Isaiah_21unics.jpg
2203,2011-12,Maalik Wayns,PG,,Scorer,73,205.0,Villanova,Big East,13.0,16.0,7.64,3.0,"May 2, 1991",21.16,23.0,29,27,975.0,21.1,54.7,47.2,0.386,0.404,503.0,1.7,12.0,6.6,32.5,1.7,0.1,0.2,15.7,2.0,27.9,2.60683,3.1,0.6,3.7,0.152,4.7,1.0,5.7,1.53,112.7,107.6,0.423,0.27,0.18888888888888888,6.6,16.0,41.4,4.8,9.8,48.8,1.8,6.2,29.8,0.20648,0.7621281388723249,5.8,6.5,89.2,4.5,5.5,1.1,0.0,3.6,3.2,20.9,9.8,23.7,7.1,14.6,2.7,9.2,8.6,9.6,6.7,8.1,1.7,0.1,5.3,4.7,31.0,1.0,0.85,0.22542,0.0,6.29,30.0,61.1,11.6,31.6,39.5,10.6,38.5,65.1,31.9,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,U18 Americas Championship,5,15:48,6.0,2.4,5.8,.414,0.4,1.6,.250,0.8,1.0,.800,2.6,2.6,1.0,0.4,2.4,0.8,Silver,52.362,48.031,50.394,28.485,59.375,32.937,1.408,21.831,36.9,0.30962798,63.663,0.07272765844337799,46.786,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wayns_Maalik_dal17.jpg
107258,2018-19,Ky Bowman,PG,,Shooter,74,181.2,Boston College,ACC,14.0,17.0,7.76,3.0,"Jun 16, 1997",22.04,324.0,31,30,1220.0,19.6,52.7,48.6,0.435,0.32,575.0,2.3,18.1,10.3,22.8,2.1,1.6,1.8,13.9,2.0,26.9,2.11014,2.3,1.6,3.9,0.128,4.2,1.5,5.7,1.39,105.6,102.7,0.418,-0.56,1.8162162162162163,6.4,15.9,40.400000000000006,3.8,9.0,42.7,2.6,6.9,37.4,0.26832999999999996,0.859997356944628,3.9,5.1,76.1,7.6,4.1,1.4,0.6,3.0,2.7,19.3,9.4,23.2,5.6,13.1,3.8,10.1,5.7,7.4,11.2,6.0,2.1,0.9,4.3,3.9,28.2,8.0,5.93,1.3402630199999999,0.0,5.24,27.8,55.6,18.7,28.7,30.2,26.2,43.5,41.8,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.591,30.709,43.307,11.818,98.125,71.429,67.606,12.676,45.2,0.24581599,55.533,0.06219721608472139,45.125,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bowman_Ky_lac20.jpg
6724,2011-12,Jorge Gutierrez,PG,,Floor General,75,195.0,California,Pac-12,23.0,10.0,4.53,4.0,"Dec 27, 1988",23.51,210.0,33,33,1062.0,18.7,52.1,47.9,0.215,0.342,445.0,4.0,16.9,10.5,25.2,2.2,0.4,0.7,15.9,2.4,24.2,1.8366900000000002,2.1,2.1,4.2,0.159,2.4,3.2,5.6,1.74,106.1,93.7,0.338,1.22,0.676923076923077,5.9,13.3,44.4,5.0,10.5,47.5,0.9,2.9,32.9,0.19546,0.42720821380039253,3.4,4.6,74.4,6.6,5.1,1.5,0.2,2.9,3.0,16.2,8.9,20.1,7.5,15.8,1.4,4.3,5.1,6.9,9.9,7.7,2.2,0.2,4.4,4.5,24.4,2.0,2.02,0.3144736,0.0,3.13,28.0,63.6,44.4,50.6,38.5,55.1,21.5,96.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.48,25.984,2.362,35.758,98.75,7.937,66.901,10.563,38.2,0.210291,52.933,0.04229272410682855,41.366,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Gutierrez_Jorge_bkn1617.jpg
4806,2011-12,Dee Bost,PG,,Floor General,74,180.0,Mississippi State,SEC,21.0,12.0,4.86,4.0,"Oct 12, 1989",22.72,84.0,33,33,1197.0,20.8,53.6,48.4,0.534,0.409,552.0,1.8,9.5,5.6,30.6,3.4,0.6,1.0,17.1,1.6,25.7,3.20964,3.1,1.3,4.4,0.148,4.2,1.4,5.6,1.83,109.2,102.6,0.4,1.92,1.02,5.3,13.6,39.20000000000001,2.8,6.3,44.4,2.5,7.3,34.599999999999994,0.26538,1.05176751864291,4.2,5.5,76.5,3.7,6.1,2.2,0.2,3.3,2.4,17.4,8.1,20.7,4.3,9.7,3.8,11.1,6.5,8.5,5.6,9.3,3.4,0.4,5.1,3.7,26.6,12.0,14.45,2.6589156,0.0,3.81,20.4,61.4,9.8,26.1,31.1,18.2,53.4,65.3,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.102,28.74,38.976,53.333,26.875,87.302,45.07,8.803,40.0,0.397831,61.74,0.08099965319875684,50.975,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bost_Dee_por_1314.jpg
2258,2010-11,Brandon Knight,PG,,Shooter,75,176.8,Kentucky,SEC,29.0,9.0,8.91,1.0,"Dec 2, 1991",19.58,5.0,38,38,1363.0,19.3,55.3,50.8,0.45,0.333,652.0,2.2,10.2,6.3,23.4,1.1,0.6,0.8,16.8,1.9,27.0,2.7202800000000003,3.6,1.8,5.3,0.157,4.5,0.9,5.5,1.32,109.9,101.5,0.375,-1.03,0.776470588235294,6.4,15.1,42.3,3.8,8.3,46.1,2.6,6.8,37.70000000000001,0.27331,0.889384010484928,4.0,5.0,79.5,4.5,4.7,0.7,0.2,3.5,2.4,19.3,9.6,22.8,5.8,12.5,3.9,10.2,6.0,7.6,6.8,7.1,1.1,0.4,5.3,3.7,29.1,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.758,46.562,,44.366,36.62,,0.329034,,0.15028691070783187,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Knight_Brandon_cle19.jpg
80722,2017-18,Thomas Wilder,PG,,Scorer,75,190.0,Western Michigan,MAC,17.0,15.0,-1.99,4.0,"May 14, 1995",23.13,400.0,32,32,1050.0,25.1,55.7,48.4,0.327,0.467,601.0,2.4,13.6,7.8,27.6,3.4,1.2,1.8,12.7,1.6,29.4,2.60832,3.4,1.4,4.7,0.18,4.1,1.3,5.4,1.75,115.4,104.2,0.389,1.25,1.773913043478261,7.3,16.9,43.1,5.5,11.4,48.3,1.8,5.5,32.4,0.21486999999999998,0.6474653955449629,6.6,7.9,84.1,5.4,5.3,2.4,0.4,3.0,2.7,23.0,10.5,24.3,7.9,16.4,2.6,8.0,9.6,11.4,7.7,7.6,3.4,0.5,4.3,4.0,33.1,8.0,5.05,1.53783105,0.0,7.4,35.7,60.1,14.7,31.6,35.0,12.2,32.7,63.8,30.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,5,18:36,14.6,5.2,9.4,.553,1.4,3.0,.467,2.8,3.6,.778,2.0,1.0,1.4,0.2,1.0,1.4,-,69.291,26.772,40.551,38.788,80.312,92.857,55.634,11.268,51.9,0.309813,63.165,0.05518582543006198,15.301,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wilder_Thomas_wmu.jpg
117373,2019-20,Nico Mannion,PG,,Floor General,75,190.0,Arizona,Pac-12,21.0,11.0,8.4,1.0,"Mar 14, 2001",19.3,9.0,32,32,1032.0,17.2,52.0,46.5,0.441,0.362,472.0,0.9,7.9,4.4,31.5,2.1,0.0,0.0,16.0,1.7000000000000002,24.5,2.647,2.2,1.7,3.9,0.152,3.6,1.8,5.4,2.06,107.1,97.6,0.368,2.93,0.0,5.6,14.2,39.20000000000001,3.5,7.9,44.4,2.1,6.3,32.7,0.23556000000000002,0.8702634199330135,4.1,5.2,79.7,3.1,6.6,1.5,0.0,3.2,2.1,17.3,7.9,20.2,5.0,11.3,2.9,8.9,5.8,7.3,4.4,9.3,2.1,0.0,4.5,3.0,24.7,3.0,4.07,0.6340042500000002,0.0,3.15,20.1,54.1,22.5,35.9,39.4,11.5,44.0,58.5,34.4,2018-19,West Coast Elite,UAA 17U,8.0,8.0,27.5,14.12,4.5,10.12,0.444,2.0,5.25,0.381,3.12,3.62,0.862,0.62,3.5,4.12,6.0,1.5,0.12,2.12,2.75,2018.0,U18 Euro Championship A,7,27:47,19.9,6.9,16.4,.417,2.0,5.7,.350,4.1,5.3,.784,5.7,4.0,3.0,0.0,2.3,2.9,10th,11.024,52.756,36.22,71.515,7.812,11.111,30.986,28.873,31.3,0.321417,50.625,0.15003100660926733,47.162,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Mannion_Nico_gsw20.jpg
3925,2013-14,Justin Cobbs,PG,,Floor General,74,190.0,California,Pac-12,21.0,14.0,7.44,4.0,"Mar 16, 1991",23.29,216.0,35,34,1206.0,20.2,56.8,50.6,0.242,0.441,575.0,1.7,7.8,4.9,34.0,1.4,0.2,0.4,15.0,1.5,24.5,2.7654,3.3,1.1,4.4,0.145,4.7,0.7,5.4,2.4,115.6,109.0,0.422,4.27,0.35,6.1,13.2,46.6,5.1,10.0,50.8,1.1,3.2,33.300000000000004,0.20407,0.4805080197960765,4.7,5.8,81.69999999999999,3.4,6.8,1.0,0.1,2.8,2.1,18.1,9.2,19.8,7.6,15.0,1.6,4.8,7.1,8.7,5.1,10.2,1.4,0.1,4.2,3.2,27.2,4.0,3.33,0.87794118,0.0,5.22,30.2,59.2,12.7,45.6,45.3,29.3,24.2,71.9,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.307,60.63,30.709,84.242,15.625,61.508,2.817,13.732,39.1,0.33715,60.374,0.06484665772128095,47.163,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cobbs_Justin_cha14.jpg
42414,2015-16,Isaiah Cousins,PG,,Shooter,76,194.0,Oklahoma,Big 12,29.0,8.0,11.14,4.0,"Mar 13, 1994",22.3,260.0,37,37,1232.0,15.9,50.6,48.4,0.38,0.233,507.0,2.1,11.9,7.3,25.1,2.3,0.8,1.2,16.0,1.7999999999999998,21.8,2.16558,1.9,1.9,3.8,0.123,2.7,2.8,5.4,1.91,106.3,101.3,0.331,1.91,1.1870967741935485,5.5,13.5,40.6,3.4,8.4,40.3,2.1,5.1,41.1,0.28328,0.7530376084860172,2.1,3.1,67.0,5.4,5.5,1.7,0.3,2.9,2.0,15.2,7.7,19.0,4.8,11.8,3.0,7.2,3.0,4.4,7.5,7.7,2.3,0.5,4.0,2.9,21.4,8.0,10.34,1.56551736,0.0,2.88,18.6,57.3,18.6,44.4,33.0,6.8,37.0,61.3,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.354,35.039,33.071,47.879,71.875,46.429,64.085,35.211,43.6,0.259926,54.152,0.09561331185442529,50.036,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cousins_Isaiah_sac1617.jpg
42075,2016-17,Melo Trimble,PG,,Scorer,74,195.2,Maryland,Big Ten,24.0,9.0,8.29,3.0,"Feb 2, 1995",22.41,32.0,33,33,1059.0,19.2,56.00000000000001,50.6,0.443,0.424,534.0,1.0,11.4,6.4,25.2,2.0,0.5,0.8,16.8,2.3,28.5,2.34055,2.3,1.5,3.8,0.144,4.1,1.2,5.3,1.21,107.8,102.2,0.364,-1.87,0.8,6.8,15.6,43.6,4.6,8.7,53.0,2.2,6.9,31.7,0.22870000000000001,0.8737890053821983,5.2,6.6,78.9,4.5,4.6,1.4,0.2,3.8,2.2,21.0,10.0,22.9,6.8,12.8,3.2,10.1,7.7,9.7,6.6,6.7,2.0,0.3,5.5,3.3,30.8,0.0,0.0,0.0,0.0,5.84,30.8,68.5,17.2,24.9,34.0,11.4,44.3,74.1,41.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Pan American Games,15,16:53,6.1,2.3,6.1,.374,0.6,2.3,.257,1.0,1.7,.577,1.7,1.7,0.6,0.0,1.9,1.2,Bronze,83.465,19.685,21.26,9.697,51.25,35.714,39.085,21.127,35.199999999999996,0.274633,68.132,0.0656187227211593,44.955,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Trimble_Melo_min17.jpg
151480,2021-22,JD Davison,PG,,Athletic,74,191.8,Alabama,SEC,19.0,14.0,11.59,1.0,"Oct 3, 2002",19.74,13.0,33,5,852.0,16.0,55.8,52.1,0.388,0.379,333.0,4.5,15.2,9.8,29.4,2.1,1.4,1.7,27.3,3.2,18.8,1.89035,1.2,0.8,2.1,0.097,3.3,1.9,5.2,1.51,104.5,105.4,0.266,0.04,1.68,4.6,10.0,46.3,3.5,6.2,56.49999999999999,1.2,3.9,30.1,0.20739999999999997,0.7661243768039885,2.8,3.8,72.8,7.4,6.7,1.5,0.6,4.5,1.9,13.2,6.3,13.7,4.7,8.4,1.6,5.3,3.8,5.2,10.1,9.2,2.1,0.8,6.1,2.6,18.1,9.0,9.23,3.5551929399999995,0.0,5.28,45.8,64.3,15.9,15.4,33.3,0.0,38.8,68.0,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.063,8.661,27.559,40.0,96.562,81.746,48.592,30.282,53.7,0.223841,64.108,0.08932090037777952,52.346,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Davison_JD_bos22.jpg
7117,2013-14,Joe Jackson,PG,,Athletic,72,170.0,Memphis,AAC,24.0,10.0,7.14,4.0,"Feb 8, 1992",22.39,20.0,34,33,1129.0,18.4,54.50000000000001,47.6,0.241,0.546,499.0,3.6,8.3,6.0,24.2,2.6,0.2,0.4,14.3,2.4,21.9,1.5322399999999998,2.7,1.6,4.4,0.154,3.1,2.1,5.2,2.11,115.6,103.0,0.322,2.5,0.3714285714285714,5.5,12.3,44.3,4.6,9.4,49.6,0.8,3.0,27.4,0.16597,0.4777974747657465,5.2,6.7,77.4,4.3,5.5,1.8,0.1,2.6,2.4,16.9,7.7,17.5,6.6,13.3,1.2,4.2,7.4,9.5,6.1,7.7,2.6,0.1,3.7,3.4,24.0,9.0,5.89,1.9436999999999998,0.0,5.78,44.0,57.5,25.0,31.9,38.7,30.2,24.1,87.0,41.6,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,U19 World Cup,9,23:40,11.6,4.3,9.7,.448,0.6,1.8,.313,2.3,3.0,.778,3.0,4.1,0.9,0.0,3.3,2.3,5th,70.079,22.835,1.575,58.182,39.062,55.556,16.901,13.732,34.699999999999996,0.170726,56.373,0.023820103113454904,35.7,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jackson_Joe_pho14.jpg
26729,2013-14,Semaj Christon,PG,,Athletic,75,186.0,Xavier,Big East,21.0,13.0,8.14,2.0,"Nov 1, 1992",21.66,31.0,34,34,1200.0,19.1,54.400000000000006,50.1,0.117,0.56,565.0,1.5,7.4,4.6,25.3,2.3,0.8,1.2,14.3,2.3,26.9,1.97691,2.6,1.3,4.0,0.133,3.7,1.5,5.2,1.6,109.9,106.4,0.395,0.48,1.1870967741935485,6.7,14.0,47.9,6.1,12.4,49.1,0.6,1.6,38.8,0.18727,0.23329650281368042,5.2,7.8,66.8,3.0,4.7,1.5,0.3,3.0,2.4,19.3,10.2,21.3,9.2,18.8,1.0,2.5,8.0,11.9,4.6,7.2,2.3,0.4,4.5,3.7,29.3,11.0,4.85,1.09998,0.0,4.83,54.0,57.7,58.0,34.3,35.4,23.5,11.7,57.9,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.677,7.087,25.197,26.061,11.25,74.603,31.69,16.549,34.4,0.22553101,50.699,0.07408566713834326,44.117,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Christon_Semaj_okc17.jpg
3977,2013-14,Tim Frazier,PG,,Floor General,72,172.0,Penn State,Big Ten,16.0,18.0,7.06,4.0,"Nov 1, 1990",23.66,170.0,34,34,1196.0,20.1,53.6,46.3,0.227,0.528,553.0,3.0,11.6,7.3,33.1,2.7,0.6,1.0,16.3,2.1999999999999997,24.7,2.10657,2.7,1.4,4.1,0.136,3.5,1.7,5.2,1.98,110.8,105.8,0.421,2.48,0.9818181818181818,5.5,12.7,43.0,4.6,9.8,47.1,0.8,2.9,29.1,0.17463,0.45048590036485153,5.3,6.7,78.5,5.1,6.1,1.8,0.2,3.1,2.9,17.0,8.2,19.1,7.0,14.8,1.3,4.3,7.9,10.1,7.6,9.2,2.7,0.3,4.6,4.4,25.6,3.0,2.48,0.60678904,0.0,4.67,31.9,60.3,23.3,45.4,37.8,10.8,22.7,48.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.906,17.323,56.299,62.424,71.875,65.873,28.169,7.042,45.6,0.245612,57.718,0.02552531355634773,41.205,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Frazier_Tim_det19.jpg
24149,2012-13,Myck Kabongo,PG,,Athletic,74,180.4,Texas,Big 12,6.0,5.0,6.54,2.0,"Jan 12, 1992",21.47,15.0,11,11,410.0,20.2,54.900000000000006,45.5,0.245,0.7,172.0,2.0,13.6,7.7,33.5,3.2,0.0,0.0,20.2,2.7,22.8,1.98205,0.9,0.7,1.6,0.156,2.6,2.5,5.1,1.65,108.1,96.5,0.423,0.93,0.0,4.5,10.7,41.8,3.7,8.1,45.8,0.8,2.6,29.6,0.17894,0.48597755067850557,6.0,7.5,79.2,5.4,6.0,2.1,0.0,3.6,2.0,15.7,6.7,16.1,5.6,12.1,1.2,4.0,8.9,11.3,8.0,8.9,3.2,0.0,5.4,2.9,23.6,0.0,0.0,0.0,0.0,8.57,61.8,52.9,13.9,13.6,13.3,0.0,24.5,75.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,U18 Americas Championship,5,28:36,19.8,5.8,14.6,.397,1.4,3.2,.437,6.8,9.0,.756,7.8,6.4,0.8,0.4,6.4,3.8,Bronze,64.567,3.15,51.969,40.606,78.438,42.857,32.394,9.859,40.5,0.230851,58.168,0.045826691175940154,44.143,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Kabongo_Myck_ncaatx.jpg
105342,2019-20,Cole Anthony,PG,,Scorer,75,185.0,UNC,ACC,10.0,12.0,10.05,1.0,"May 15, 2000",20.13,4.0,22,20,768.0,17.5,50.1,45.1,0.409,0.371,383.0,1.4,16.4,8.7,24.1,2.1,0.9,1.3,15.9,2.4,30.0,2.39778,1.2,0.9,2.1,0.108,3.3,1.8,5.1,1.14,99.9,102.4,0.384,-2.45,1.26,6.8,18.0,38.0,4.3,10.6,40.20000000000001,2.6,7.3,34.8,0.24516,0.8084978272600755,5.0,6.7,75.0,6.5,4.6,1.5,0.3,4.0,3.3,21.2,9.7,25.5,6.1,15.1,3.6,10.4,7.1,9.5,9.3,6.5,2.1,0.4,5.7,4.7,30.1,3.0,4.34,0.797692,0.0,4.69,20.0,53.6,8.1,39.1,33.3,4.4,40.9,53.1,25.1,2018-19,PSA Cardinals,Nike 17U,10.0,9.0,11.6,24.4,6.1,15.0,0.407,3.4,6.5,0.523,7.4,8.8,0.841,0.0,7.8,7.8,4.5,1.4,0.1,3.9,2.4,2018.0,U18 Americas Championship,6,21:21,14.3,5.3,10.5,.508,1.3,3.8,.348,2.3,2.7,.875,2.2,4.2,1.2,0.5,2.7,2.5,Gold,8.661,25.197,66.929,9.091,87.5,77.778,58.451,23.944,44.7,0.279053,55.882,0.12203531522664665,54.083,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Anthony_Cole_orl22.jpg
76759,2016-17,Frank Jackson,PG,,Shooter,75,201.6,Duke,ACC,27.0,9.0,10.91,1.0,"May 4, 1998",19.16,13.0,36,16,895.0,17.0,59.8,56.39999999999999,0.459,0.363,371.0,3.1,8.3,5.8,12.6,1.3,0.2,0.3,12.9,2.7,21.1,1.1339,2.4,0.9,3.3,0.147,3.7,1.4,5.1,1.24,119.0,106.4,0.197,-0.93,0.3466666666666667,5.9,12.6,47.3,3.7,6.8,53.900000000000006,2.3,5.8,39.5,0.28805,0.907455141520058,3.4,4.6,75.5,4.0,2.7,0.9,0.1,2.2,3.8,17.6,8.5,18.0,5.2,9.7,3.3,8.3,4.9,6.5,5.8,3.9,1.3,0.1,3.1,5.4,25.2,4.0,4.2,1.0888332,0.0,4.67,33.8,63.2,23.3,20.3,38.6,18.2,45.9,84.3,50.3,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,adidas Nations Counselors,7,20:25,10.3,4.0,12.3,.326,0.7,3.6,.200,1.6,2.0,.786,3.7,2.4,0.7,0.0,1.3,1.4,-,77.165,69.291,0.787,4.848,33.438,16.667,5.634,37.324,30.599999999999998,0.120987,60.191,0.06128246396205337,34.673,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jackson_Frank_phx22.jpg
9347,2012-13,Phil Pressey,PG,,Floor General,71,177.0,Missouri,SEC,23.0,11.0,6.01,3.0,"Feb 17, 1991",22.37,50.0,34,34,1151.0,16.6,47.6,43.7,0.379,0.272,489.0,2.6,8.6,5.7,37.8,3.1,0.2,0.4,22.1,2.0,23.2,3.0385899999999997,1.9,1.5,3.4,0.117,3.5,1.5,5.0,2.0,102.3,100.5,0.412,3.38,0.3757575757575758,4.9,13.0,37.6,3.3,8.1,40.8,1.6,4.9,32.4,0.22316,0.7492357912077855,2.6,3.5,73.5,3.9,8.3,2.1,0.1,4.2,2.2,14.0,7.2,19.1,4.8,11.9,2.3,7.2,3.8,5.2,5.7,12.2,3.1,0.1,6.1,3.3,20.5,0.0,0.0,0.0,0.0,5.45,30.4,43.0,6.1,31.7,38.7,6.5,37.9,37.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,NIKE Global Challenge,6,18:00,4.3,1.3,7.2,.186,0.0,1.5,.000,1.7,3.0,.556,2.3,4.3,2.2,0.2,2.7,2.8,-,15.354,35.039,90.551,79.394,30.0,23.81,35.211,2.113,38.9,0.373736,47.093,0.033817421753100575,40.442,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Pressey_Phil_gsw1617.jpg
81685,2018-19,Darius Garland,PG,,Shooter,74,175.0,Vanderbilt,SEC,4.0,1.0,7.79,1.0,"Jan 26, 2000",19.42,14.0,5,5,139.0,23.6,65.7,63.9,0.426,0.296,71.0,1.6,13.7,7.7,25.7,1.7,1.5,1.6,19.6,2.1999999999999997,27.9,2.8951499999999997,0.4,0.1,0.5,0.148,3.8,1.1,4.9,0.87,112.0,106.3,0.294,-4.4,1.5937499999999998,8.3,15.5,53.7,5.2,8.9,58.1,3.2,6.6,47.8,0.34078,0.8444739352216646,3.5,4.6,75.0,5.5,3.7,1.2,0.6,4.3,2.0,23.3,12.1,22.6,7.5,13.0,4.6,9.6,5.0,6.7,7.9,5.4,1.7,0.8,6.3,2.9,33.8,0.0,0.0,0.0,0.0,4.89,27.8,60.0,22.2,29.6,56.2,0.0,42.6,54.5,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.795,98.425,62.205,1.818,78.438,22.619,40.845,14.789,44.6,0.35470998,58.029,0.04457621134089477,42.358,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Garland_Darius_cle22.jpg
